Restaurant Name,Restaurant Name Length,Address Length,Has Table Booking (binary),Has Online Delivery (binary),Aggregate rating
Moti Mahal Delux,16,52,1,0,3.0
Popsy's,7,82,0,0,3.0
Prabhu,6,48,0,0,3.1
Saptagiri,9,76,1,0,2.8
Spice Hut,9,73,0,0,2.9
Taste of Vishal,15,61,1,0,2.9
The Tandoori Night,18,73,0,0,2.8
Traffic Jaam,12,37,0,0,2.9
Tripti,6,45,1,0,3.1
Uttaranchal Dhaba & Restaurant,30,45,0,0,2.9
Wah Ji Wah,10,99,0,0,2.9
Resto 37,8,49,0,0,3.9
Aakash Sweets & Caterers,24,46,0,0,0.0
Aapka Mangal Restaurant,23,55,0,0,0.0
Al-Karim,8,26,0,0,0.0
Apna Dhaba,10,47,0,0,0.0
Burger Wala,11,40,0,0,0.0
Cafe Highway,12,47,0,0,0.0
Cake Point,10,62,0,1,0.0
Chatori Zubaan Chur Chur Naan,29,48,0,0,0.0
Coffee Shop,11,75,0,0,0.0
Colonel's Kebabs & Curries,26,87,0,0,0.0
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,43,68,0,0,0.0
Dolphin - The Food Cafe,23,46,0,0,0.0
First Treat Bakers,18,27,0,0,0.0
Flavours Of Delhi,17,53,0,0,0.0
Foresto Lawn & Restaurant,25,96,0,0,0.0
Jain Sweets & Bakers,20,84,0,0,0.0
JD's Restaurant,15,57,0,0,0.0
Just Vada Pav,13,85,0,0,0.0
Kaka De Dhaba,13,41,0,0,0.0
Kolcata Bengali Dhaba,21,29,0,0,0.0
Kukkuu Da Dhaba,15,67,0,0,0.0
M&S Coffee Cafe,15,64,0,0,0.0
Malabar Style Kitchen,21,40,0,0,0.0
Mathura Lassi Wala,18,45,0,0,0.0
Metropolitan Cafe,17,60,0,0,0.0
Mr. Bake,8,58,0,0,0.0
Mughal-E-Zaika,14,42,0,0,0.0
Mukesh Bhojnalaya,17,51,0,0,0.0
New Royal Blue Dhaba,20,70,0,0,0.0
New Sharma Chicken Corner,25,67,0,0,0.0
Pakwan,6,74,0,0,0.0
Pizza Corner,12,54,0,0,0.0
Pokhreli Kitchen,16,48,0,0,0.0
Rasoi,5,45,0,0,0.0
Satya Dhaba,11,61,0,0,0.0
Sha-O-Lin Chinese Fast Food,27,39,0,0,0.0
Shahi Chicken Corner,20,27,0,0,0.0
Shama Muradabadi,16,46,0,0,0.0
Sunil Punjabi Dhaba,19,44,0,0,0.0
Sunita Dhaba,12,66,0,0,0.0
Taste of India,14,53,1,0,0.0
U.P. Al-Flah Restaurant,23,36,0,0,0.0
Vaishno Da Dhaba,16,57,0,0,0.0
Yadav Sweets,12,53,0,0,0.0
The Cavalry Bar - Maidens Hotel,31,55,1,0,2.7
The Curzon Room - Maidens Hotel,31,55,1,0,3.4
The Garden Terrace - Maidens Hotel,34,55,1,0,3.3
Ama Rabsel House,16,34,0,0,3.0
Cafe Plus,9,70,0,0,3.2
Hornbill,8,38,0,0,3.1
Orange Cafe & Restaurant,24,60,0,0,3.1
ABC Restaurant,14,62,0,0,0.0
Achi Restaurant,15,50,0,0,0.0
Asian House Restaurant,22,65,0,0,0.0
Cafe 59,7,41,0,0,0.0
Drepung Loselling,17,65,0,0,0.0
Dus Bab,7,39,0,0,0.0
DZI House,9,57,0,0,0.0
Good Luck Cafe,14,55,0,0,0.0
Kathmandu,9,34,0,0,0.0
Kullu Manali Restaurant,23,53,0,0,0.0
Lhamo's Kitchen,15,60,0,0,0.0
Lhasa Manthang Restaurant,25,63,0,0,0.0
Lhasa Thali House,17,38,0,0,0.0
Little Tibet,12,60,0,0,0.0
Lotus House Restaurant,22,70,0,0,0.0
Mahi Rasoi,10,44,0,0,0.0
New Open Restaurant,19,61,0,0,0.0
Rooftop Restaurant,18,39,0,0,0.0
Somang House Restaurant,23,60,0,0,0.0
Tandoori Khazana,16,50,0,0,0.0
Tsopema Restaurant,18,54,0,0,0.0
33 Food,7,64,0,1,3.2
Burger Point,12,46,0,0,3.3
Cafe Blur,9,82,0,0,3.1
Cafe Coffee Day,15,40,0,0,2.5
Cafe Rendezvous,15,75,1,1,3.3
Cakes & Bakes,13,45,0,0,3.4
Chatorey Chacha,15,51,0,0,3.3
Chilli Dragon,13,61,0,1,3.3
DCK- Dana Choga's Kitchen,25,42,0,1,3.4
Divya's Rimpy Restaurant,24,43,0,0,3.2
Express Dhaba,13,34,0,1,2.7
Go Foodie,9,70,0,0,3.3
Health Pan,10,67,0,1,3.4
Karim's,7,45,1,1,3.0
Karuna,6,70,0,0,3.0
Kathi,5,87,0,1,2.8
King Chilly Kitchen,19,44,0,1,3.2
Kolhapuri Veg Non-Veg Foods,27,49,0,1,3.3
Mehfil Dhaba,12,40,0,0,3.4
Moti Mahal Delux - Legendary Culinary,37,49,0,1,2.6
Open Oven,9,32,0,1,3.4
Paapi Paet,10,39,0,1,3.3
Pepper Corn Express,19,88,0,1,3.4
Pinch Of China,14,55,0,0,3.2
Pizza Hut Delivery,18,48,0,1,2.8
Punjabee's Darbar,17,47,0,1,3.0
Ramjee's,8,62,0,1,3.3
Rollmaal,8,47,0,1,3.4
Shaolin,7,56,0,1,3.4
Subway,6,49,0,1,2.8
The Chocolate Room,18,53,1,1,3.4
The Delhi Heights,17,50,1,1,2.8
Thok (The House of Kakori),26,24,0,1,3.4
Uloo,4,30,0,1,3.2
Vadapav Junction & More,23,54,0,1,3.3
Behrouz Biryani,15,24,0,1,3.6
Beliram Degchiwala,18,53,0,1,3.5
Bhukkhar,8,67,0,1,3.9
Biryani Blues,13,90,0,1,3.9
Bun Intended,12,24,0,1,3.9
Casa Asia,9,59,0,1,3.8
Chic Fish,9,68,0,1,3.5
Dunkin' Donuts,14,42,0,1,3.6
Farratta,8,57,0,1,3.7
Flavors of Chennai,18,63,0,1,3.7
Food For Thought,16,44,0,1,3.8
FreshMenu,9,49,0,1,3.7
Giani's,7,60,0,1,3.7
Gopala,6,58,0,0,3.8
Green Chick Chop,16,43,0,0,3.5
Hunger Must Die,15,24,0,1,3.7
Kolkata Kathi Roll,18,35,0,0,3.6
Max Grille and Kitchen,22,67,1,1,3.5
Moti Sweets,11,42,0,0,3.6
Nazeer Foods,12,56,0,0,3.6
Nikashee,8,59,0,0,3.7
Noodle Box,10,52,0,1,3.5
Pema's,6,73,0,1,3.6
Plumber - The Lounge,20,48,0,0,3.9
Pudding & Pie,13,45,0,0,3.7
RP's Restaurant,15,56,0,1,3.5
Soi Thai,8,71,0,1,3.6
Speedy Chow,11,78,0,1,3.6
Stoned Age Kitchen,18,33,0,1,3.9
Suribachi,9,48,1,1,3.5
Swagath,7,42,1,0,3.5
The Delhi Canteen,17,43,1,1,3.6
The Grill Kitchen,17,68,0,1,3.8
The Midnight Heroes,19,43,0,1,3.7
The Salad Bowl,14,41,0,1,3.5
Domino's Pizza,14,29,0,0,2.3
Food Army,9,50,0,1,2.3
Moti Restaurant,15,41,0,1,2.4
New Baba Da Dhaba,17,83,0,1,2.0
Tunday Kababi,13,50,0,1,2.2
Dilli BC,8,98,0,1,4.4
Litti.In,8,74,0,1,4.0
Nizam's Kathi Kabab,19,43,1,1,4.0
Pepper Kitchen,14,57,0,1,4.0
Rustom's Cafe & Bakery,22,89,0,1,4.1
Salad Days,10,53,0,1,4.0
Stop My Starvation,18,30,0,1,4.3
Sushi Junction,14,39,0,1,4.0
Vero Gusto,10,42,0,1,4.1
Snack Junction,14,69,0,0,3.2
Turant,6,69,0,0,3.3
Snacks Point,12,49,0,0,0.0
The Sweet Spot,14,56,0,0,0.0
Kafe @ Museum,13,41,0,0,0.0
Friends Cafe,12,66,0,0,0.0
Aromas of Pind,14,115,1,1,4.2
Apna Dhaba and Caters,21,57,0,0,3.2
Green Chick Chop,16,67,0,1,2.7
Jai Shree Durga South Indian Corner,35,57,0,0,3.0
Malabar Catering House,22,59,0,0,3.2
Meenakshi Bhawan,16,58,0,0,3.1
New Raja Sweets,15,60,0,0,2.9
Pizza Treat,11,63,0,0,3.0
Pudding & Pie,13,59,0,0,3.1
Rita Chinese Food,17,46,0,0,3.1
Vibes of Punjab,15,71,0,0,3.2
Ramji Di Hatti & Caterers,25,80,0,0,3.5
Spicy Tadka,11,56,0,1,3.5
Mr. Tandoori Lal,16,49,0,0,0.0
Om Sweets & Caterers,20,67,0,0,0.0
Sardar Ji Take Away & Caterers,30,61,0,0,0.0
9 is Mine,9,56,0,1,2.6
Aashirwad,9,52,0,0,3.2
Aggarwal Sweet & Bakers,23,55,0,0,2.9
Amit Hotel,10,60,0,0,2.9
Angrezee Dhaba,14,59,0,1,2.8
Ankur Family Restaurant,23,74,0,0,2.9
Bansal Sweet,12,54,0,0,2.7
Baskin Robbins,14,79,0,1,3.1
Caravan Resto Bar,17,53,1,1,3.2
Celebration Multi Cuisine Restaurant,36,73,0,0,2.7
Chatto Chapati,14,47,0,0,3.0
Chawla's�_,10,47,1,0,2.7
China Town,10,60,0,1,2.7
China Town,10,78,0,0,2.7
Dazzle Pastry Shop,18,53,0,0,2.6
Delicacy Foods,14,86,0,0,3.2
Dolphin Rolls,13,66,0,0,2.9
Durbar Restaurant,17,68,0,0,2.7
Ever Green Pastry Shop,22,48,0,0,3.1
Evergreen Sweets Corner,23,59,0,0,3.0
Great Plates By AJ,18,73,1,1,3.1
Green Chick Chop,16,96,0,0,3.2
Haqeem's,8,59,0,0,2.7
Himalaya Food Corner,20,70,0,0,2.7
Hot Joint Fast Food,19,52,0,0,2.6
Hyderabadi Dum Biryani,22,56,0,1,2.7
Kasturi Family Restaurant,25,74,0,1,3.0
Kerala Cafe,11,82,0,0,3.3
Keuchen Paradise,16,52,0,1,2.8
Kook For Health,15,86,0,1,3.3
Lahorian's Sweets & Bakers,26,71,0,0,2.9
Mr. Baker's,11,55,0,0,3.0
Night Food Delivery,19,48,0,1,2.7
Nine 2 Nine Snacks & Restaurant,31,61,0,0,2.9
Punjabi Mirch,13,76,0,0,3.0
Rasoi The Food Express,22,69,0,1,2.6
Republic of Chicken,19,53,0,0,2.8
Sandwichai,10,56,0,1,3.3
SB's Raisins,12,70,0,1,2.8
Shanghai Kitchen,16,74,0,0,3.1
Shiv Shakti Restaurant,22,56,0,0,3.0
Smoky Chettinad,15,91,0,0,2.8
Spice Fusion,12,61,0,0,3.1
Sweet Toof Designer Cakes,25,46,0,0,3.1
The Chef,8,80,0,1,3.2
The Edge Cafe,13,70,0,1,3.1
The Epicure - Fraser Suites,27,68,1,0,3.1
Udupidarshini Veg Restaurant,28,55,0,1,3.4
36 lebzelter,12,53,0,0,3.7
Baked Buns,10,107,0,1,3.6
Freakin Beans,13,69,0,0,3.7
Nutri Cafe,10,72,0,1,3.7
Senorita's,10,82,0,0,3.7
Village - The House of Food,27,52,0,1,3.7
Aman Vaishno Dhaba,18,57,0,0,0.0
Anupam Hotel,12,77,0,0,0.0
Bake Bank,9,60,0,0,0.0
Buzybee,7,58,0,0,0.0
Cafe Tandoor,12,53,0,0,0.0
Chawlas 2,9,61,0,0,0.0
Choksi Chinese,14,30,0,0,0.0
Desi Chulha,11,60,0,0,0.0
Fumble Foods,12,87,0,0,0.0
Games v/s Cafe,14,66,0,0,0.0
Goodies- Snacks N More,22,49,0,0,0.0
Grubhouse Cafe,14,53,0,0,0.0
Mr. Baker's,11,53,0,0,0.0
Muradabadi Chicken Biryani & Dhaba,34,59,0,0,0.0
Pakiza Restaurant,17,85,0,0,0.0
Riddhi Siddhi Restaurant,24,87,0,0,0.0
Rockers & Shockers,18,63,0,0,0.0
Saikutir Food,13,66,0,0,0.0
Satnaam Foods,13,51,0,0,0.0
Senorita's,10,44,0,0,0.0
Shri Bala Ji Rasoi,18,57,0,0,0.0
South Indian,12,61,0,0,0.0
Tip Top Eating Corner,21,64,0,0,0.0
ToLoveFromLove,14,30,0,0,0.0
Tripti Foods,12,79,0,0,0.0
U Like,6,56,0,0,0.0
Zayka chicken restaurant,24,53,0,0,0.0
Cafe Coffee Day,15,92,0,0,2.4
Food Fantasy,12,70,0,1,2.4
Just Chinese,12,52,0,1,2.4
Agarwal Bikaneri Sweets,23,48,0,0,3.1
Bikaner Sweets,14,48,0,0,2.8
Breadz,6,65,0,1,3.3
Desi Jugaad,11,61,0,0,3.2
Food Trax,9,54,0,0,2.9
Hub Tub,7,47,0,0,3.0
Malabar Foods,13,78,0,1,2.7
Mitra Di Chaap,14,67,0,0,3.0
New Hyderabadi Biryani House,28,93,0,1,2.5
New Madras Cafe,15,61,0,0,2.8
Roll Club,9,51,0,0,3.2
Sanju Cool & Hot Hut,20,73,0,0,2.8
Sethi's Kabab & Curries,23,89,0,0,3.1
South Indian Fast Food,22,57,0,0,3.3
Sweets and Spices,17,79,0,0,2.8
Urban Degchi Kitchen & Bar,26,55,1,1,2.6
Wah Ji Wah,10,49,0,1,3.1
Zaiqa Kathi Roll & Momos,24,43,0,0,3.3
Duggal Snacks,13,61,0,0,3.6
Granny's Flavour,16,53,0,0,3.5
Moustache Coffee,16,69,0,1,3.7
Pradeep Pav Bhaji,17,70,0,0,3.8
Sandwich Factory,16,45,0,1,3.9
Scorpio Cafe,12,60,0,1,3.7
Veggie-Licious,14,84,0,1,3.6
Creamy Creation,15,59,0,0,0.0
Evergreen Food Corner,21,50,0,0,0.0
K.D Corner,10,60,0,0,0.0
Slice Of Italy,14,78,0,1,2.2
Anokha Chinese Hut,18,50,0,0,2.6
Bobby Dhaba & Caterers,22,50,0,0,3.1
Clever Fox Cafe,15,63,1,0,3.0
Dana Pani,9,50,0,0,2.8
Hotel Malabar,13,82,0,0,3.0
Lumbini Fast Point,18,46,0,0,3.0
Mayur Restaurant,16,47,0,0,2.8
MOC - The American Restaurant,29,48,0,0,2.6
Muradabadi Chicken Biryani,26,75,0,0,3.3
New Aggarwal Sweet Corner,25,52,0,0,2.7
Pizza Castle,12,56,0,1,2.7
Punjabi Dhaba,13,48,0,0,3.0
Qureshi Chicken Corner,22,62,0,0,3.0
Samarpan Fast Food,18,88,0,0,2.9
Shaan-E-Tandoorz,16,79,0,0,2.9
Sonu Sudh Bhojnalaya,20,51,0,0,2.8
The Test,8,62,0,0,2.9
True Blue,9,55,1,0,3.3
Zaika Kathi Rolls,17,41,0,0,3.0
Baked Buns,10,67,0,1,3.5
A One Muradabadi,16,49,0,0,0.0
Annapurna,9,76,0,0,0.0
Cake Walkers,12,48,0,0,0.0
Harish And Sonu Sudh Bhojnalya,30,70,0,0,0.0
Mitra Da Dhaba,14,102,0,0,0.0
Munchies Midnight Delivery,26,30,0,0,0.0
Muradabadi Chicken Corner,25,51,0,0,0.0
Riyaz Chicken Corner,20,46,0,0,0.0
Romano's Pizza,14,47,0,0,0.0
Royal Spice,11,54,0,0,0.0
Sonu Bhojanalya,15,67,0,0,0.0
The Deshi Bites,15,56,0,0,0.0
Green Chick Chop,16,62,0,0,3.0
Mahara Hotel,12,62,0,0,2.9
Malik Vegetarian Rasoi,22,60,0,0,2.9
Yash Aadi Food Corner,21,55,0,0,2.9
#hashtag,8,47,0,0,0.0
Al Zaika,8,38,0,0,0.0
Ashiyan Foods,13,47,0,0,0.0
Bake My Day,11,61,0,0,0.0
Bhutani Chaap,13,61,0,0,0.0
China Pan,9,47,0,0,0.0
Chinese Fast Food,17,19,0,0,0.0
Dilkhush Punjabi Dhaba,22,64,0,0,0.0
Dragun Hut,10,41,0,0,0.0
Giani's,7,64,0,0,0.0
Kathi House,11,37,0,0,0.0
Kerala Kitchen & Restaurant,27,38,0,0,0.0
Retro Kichen,12,55,0,0,0.0
The China Town,14,38,0,0,0.0
The Urban Dhaba,15,38,0,0,0.0
Twenty Four Seven,17,92,0,0,0.0
McDonald's,10,48,0,0,3.4
Moti Mahal Delux Tandoori Trail,31,44,1,1,3.2
Pizza Hut,9,55,0,0,2.8
Dill's Chawla Chik-Inn,22,34,0,0,2.9
Tandoori Zaaika,15,62,0,0,3.0
Aap Ki Khatir,13,52,0,0,0.0
Aggarwal Sweets,15,41,0,0,0.0
Baskin Robbins,14,47,0,0,0.0
Bikaner Sweets,14,52,0,0,0.0
Bollywood Khana,15,51,0,0,0.0
Cake And Bakes,14,41,0,0,0.0
Cake Point,10,46,0,1,0.0
Chinese Corner,14,41,0,0,0.0
Choudhary Dhaba,15,41,0,0,0.0
Green Chick Chop,16,49,0,0,0.0
Green Chick Chop,16,51,0,0,0.0
Gujjar Dhaba,12,29,0,0,0.0
Hotel Aditi,11,70,0,0,0.0
JMD Food Palace,15,63,0,0,0.0
Kitchen Namaste,15,64,0,0,0.0
Lajawab Chicken & Fish Fry,26,67,0,0,0.0
Lotus Kitchen,13,59,0,0,0.0
Manami Japanese Restaurant,26,73,1,0,0.0
Manna Sweets & Restaurant,25,41,0,0,0.0
Moets Curry Pot,15,77,0,0,0.0
Mr. Sub,7,37,0,0,0.0
New Gaurav Dhaba,16,35,0,0,0.0
Pandit Ji Ki Apni Rasoi,23,59,0,1,0.0
Rajdhani Restaurant,19,29,0,0,0.0
Saraswati Food Corner,21,67,0,0,0.0
Shri Balaji Bhojnalaya,22,41,0,0,0.0
Swadist Bhojnalaya,18,46,0,0,0.0
Swiss Gourmessa,15,52,0,0,0.0
Truly Yours,11,41,0,0,0.0
Uttrakhand Hotel,16,60,0,0,0.0
Vandana Food Corner,19,33,0,0,0.0
Zaika Biryani,13,41,0,0,0.0
Buzz,4,53,0,1,3.4
Lighthouse 13,13,54,1,0,3.4
Berco's,7,50,0,1,3.8
The Great Kabab Factory,23,50,1,1,3.5
The Tea Place by Manjushree,27,38,0,0,4.1
Victoria,8,58,1,0,3.2
Aces - The Card Room,20,58,1,0,0.0
Curzon - The Royal Bar,22,58,1,0,0.0
London Eye - The Open Lounge,28,58,1,0,0.0
Lord's - The Sports Lounge,26,58,1,0,0.0
Viceroy - The Coffee Shop,25,58,0,0,0.0
Munch Nation,12,23,0,1,3.8
"34, Chowringhee Lane",20,55,0,0,3.2
Any Time Food,13,32,0,1,2.6
Bikaner Sweet House,19,32,0,0,3.2
Domino's Pizza,14,54,0,0,2.8
Giani,5,32,0,1,2.9
Grand Plaza,11,28,0,1,3.3
Great Wall,10,32,0,0,2.7
Healthy Food Station,20,23,0,1,3.1
Hostess Tasty Bites,19,73,0,0,3.1
Hot Pot,7,76,0,0,3.1
Kabab Factory,13,46,0,0,3.0
Keventers,9,43,0,0,3.1
Krishna Sweet House,19,30,0,0,3.3
Mitraz,6,31,1,1,3.4
Nut Khut Chaats & Snacks,24,31,0,0,3.2
Subway,6,45,0,1,3.4
The Host,8,79,0,0,2.7
Chacha Di Hatti,15,67,0,0,3.7
Cocoberry,9,43,0,0,3.5
Eating Corner,13,48,0,0,3.7
El Posto,8,40,0,0,3.5
McDonald's,10,34,0,1,3.6
Pizza Station,13,57,0,0,3.5
Puri Bakers,11,32,0,0,3.7
JAIL - Behind The Bar,21,28,1,1,4.1
Curry Shurry,12,62,0,1,3.3
Frontier,8,46,0,0,3.2
Hari Om Bhojnalaya,18,48,0,0,3.2
Nirmal's,8,46,0,0,2.7
Sardar A Pure Meat Shop,23,63,0,0,2.8
The Dragon Hucks,16,44,1,0,3.3
Green Chick Chop,16,41,0,0,3.5
New Arjun Bombay Pav Bhaji,26,28,0,0,3.8
Sweeter Delight,15,31,0,0,0.0
Madaari,7,56,1,0,4.3
Amritsari Express,17,59,0,0,3.4
Barista,7,36,0,0,3.1
Baskin Robbins,14,50,0,0,3.1
Bikano's Chat Cafe,18,36,0,0,2.7
Burger Singh,12,78,0,1,3.3
Cafe Grub,9,50,0,0,3.2
Chicago Pizza,13,59,0,0,2.9
Cocoberry,9,63,0,0,3.1
Dosa Plaza,10,48,0,0,3.2
Karim's,7,52,0,0,3.3
Kebab Xpress,12,65,0,0,3.2
Keventers,9,92,0,0,3.3
KFC,3,68,0,1,2.6
Paranthas 21,12,62,0,0,3.3
Subway,6,59,0,1,2.6
Wow! Momo,9,69,0,0,3.2
Berco's,7,48,0,1,3.5
Dunkin' Donuts,14,63,0,0,3.5
Giani's,7,47,0,0,3.5
The Beer Cafe,13,58,1,0,3.8
Basil Tree,10,41,1,1,2.4
Chaayos,7,97,0,0,4.1
QD's Restaurant,15,59,0,1,4.1
Ada e Handi Restaurant,22,49,0,1,2.6
Darjeeling Momos,16,69,0,0,2.9
Ingredients,11,28,1,1,3.3
Al Quresh,9,49,0,0,3.6
Angels in my Kitchen,20,78,0,1,3.5
Aapki Rasoi,11,66,0,0,3.1
Bats On Delivery,16,73,0,0,3.1
Bimbo Cakes,11,21,0,0,3.2
Burger Bros,11,66,0,0,3.1
Chinese Food Corner,19,54,0,0,2.5
CL Snacks,9,30,0,0,3.1
Kapoor's Sanjha Chulha,22,52,0,0,3.0
King's,6,76,0,0,3.2
Kumar Hotel,11,62,0,0,3.4
Kumar Pastry Shop,17,27,0,0,3.2
Midnight Adda,13,40,0,0,3.0
Mughlaai Daawat,15,58,0,0,2.9
Pindiwala,9,51,0,0,3.0
Pipes & Hipes,13,68,1,0,3.0
Sai Rasoi,9,34,0,0,3.1
Snaxpress Tastes & Cakes,24,27,0,0,2.9
Veggie Adda,11,27,0,1,3.4
C L Corner,10,47,0,1,3.8
Chin 10,7,44,0,0,3.5
Kati Roll Cottage,17,36,0,1,3.7
Kings Kulfi,11,53,0,0,3.7
Paramjeet Machi Wala,20,71,0,0,3.6
Rajan Corner,12,27,0,0,3.6
Amit Dhaba,10,45,0,0,0.0
Apni Rasoi,10,65,0,0,0.0
Chap Corner,11,51,0,0,0.0
Chinese Corner,14,38,0,0,0.0
Evergreen Punjabi Swad,22,44,0,0,0.0
Giani,5,65,0,0,0.0
Hot & Hot Shudhir Chinese Point,31,26,0,0,0.0
Hungerz Hub,11,49,0,0,0.0
Magic Mo:Mo Corner,18,66,0,0,0.0
Malhotra's Zayeeka,18,45,0,0,0.0
Moji Dhaba,10,88,0,0,0.0
Naughty 9 Kitchen & Bar,23,52,0,0,0.0
Street Chaat Chatoron Ka Adda,29,33,0,0,0.0
Syall Kotian Da Dhaba,21,33,0,0,0.0
Taaj Kitchen,12,68,1,0,0.0
Tirath Sweets,13,45,0,0,0.0
Tummyy Tull,11,34,0,0,0.0
34 Parkstreet Lane,18,51,0,0,2.9
Bhikaram Bhujawala,18,65,0,0,3.0
Chawla The Pastry Palace,24,76,0,0,2.9
Food Box,8,94,0,0,3.0
Foody Box,9,47,0,0,3.1
Giani,5,57,0,0,3.1
Green Chick Chop,16,95,0,0,3.1
Heaven's Shawarma,17,61,0,0,3.0
Hyderabad Spl. Chicken Biryani Point,36,48,0,0,3.0
Keshar,6,71,0,0,3.0
Madras Cafe,11,64,0,0,2.7
Milan Chole Bhature,19,51,0,0,3.1
New Laxmi Sweets,16,51,0,0,2.8
Pasta Hub,9,47,0,0,3.1
Patna Roll Center,17,46,0,0,3.1
Refuel,6,51,0,0,3.1
Saara Veg,9,73,0,0,3.0
SGF - Spice Grill Flame,23,49,0,0,3.1
Shivam Corner,13,29,0,0,3.0
Swad Mubarak,12,58,0,0,3.0
The Little Fork,15,32,0,1,3.1
The Metro Fast Food,19,61,0,1,2.6
Tibet Kujing,12,68,0,0,2.9
Yummy Adda,10,51,0,0,3.5
Bawarchi's Canteen,18,81,0,0,0.0
Bikaner Restaurant,18,56,0,0,0.0
Bikaner Sweets Chaat cafe,25,68,0,0,0.0
Brijwasi,8,69,0,0,0.0
Chaap Chaska,12,51,0,0,0.0
Delhi Chaap Express,19,72,0,0,0.0
Delhi Chaat Bhandar,19,71,0,0,0.0
Delhite P��tisserie,19,31,0,0,0.0
Desi Dhaba,10,91,0,0,0.0
Desi Thaat Amritsari Naan,25,76,0,0,0.0
Dhaba Express,13,69,0,0,0.0
Flavours Kitchen,16,96,0,0,0.0
Food Campus,11,48,0,0,0.0
Fresh Fast Food,15,68,0,0,0.0
Gungun Tiffin Services,22,26,0,0,0.0
Happy Italiano,14,45,0,0,0.0
Haryana Bhojnalaya,18,68,0,0,0.0
Hasty Tasty,11,49,0,0,0.0
Inam Muradabadi,15,68,0,0,0.0
Just In,7,49,0,0,0.0
Jyoti Dhaba,11,71,0,0,0.0
Lasha Chinese Food,18,71,0,0,0.0
Lasha Chinese Food,18,72,0,0,0.0
Lily Tasty Fast Food,20,43,0,0,0.0
Maa Vaishno Dinesh Dhaba,24,47,0,0,0.0
Madras Cafe,11,45,0,0,0.0
NIK's Chicken Corner,20,68,0,0,0.0
Om Shanti Foods,15,55,0,0,0.0
Panj Tara,9,61,0,0,0.0
Pasta Pizza & Roll Hut,22,70,0,0,0.0
Pheva Tandooris,15,45,0,0,0.0
Punjabi Delight,15,69,0,0,0.0
Punjabi Parantha Station and Punjabi Thali,42,47,0,0,0.0
Punjabi Paratha Station,23,43,0,0,0.0
Raja Rasoi,10,62,0,0,0.0
Rollacious,10,31,0,0,0.0
Singh Chicken,13,62,0,0,0.0
Special Tea Point,17,76,0,0,0.0
Spl. Flavour Sodas & Fruit shakes,33,54,0,0,0.0
Student Corner,14,68,0,0,0.0
Taneja Corner,13,62,0,0,0.0
Taste Zone,10,71,0,0,0.0
Tea Point,9,46,0,0,0.0
West Bangal Kolkata Hot Kathi Rolls,35,53,0,0,0.0
Asli Alam Muradabadi Biryani Centre,35,44,0,0,2.8
Cafe Rasoi,10,58,0,0,3.2
Chinese Food,12,71,0,0,2.9
Green Chick Chop,16,72,0,0,2.9
Hasty Tasty,11,42,0,0,3.3
Hunter's Kitchen,16,100,1,0,3.0
Manahang Restaurant,19,25,0,0,3.2
Mezbaan Restaurant,18,46,0,1,3.4
Moon Light Sweets,17,58,0,0,3.3
North East Castle,17,41,0,0,2.9
Pizza Point,11,41,0,0,2.9
Roll Point,10,23,0,0,2.8
Sanjha Tandoor,14,58,0,0,2.8
Sayyam,6,49,0,0,2.7
Shiv Bhojnalaya,15,41,0,0,2.8
Subway,6,60,0,1,3.4
Take Away,9,25,0,0,2.9
Vedanta's,9,57,0,0,2.7
Asian Chopstick,15,47,0,0,3.5
Chinese Delights,16,46,0,1,3.5
Dezertfox,9,39,0,1,3.7
Aggarwal Sweets,15,71,0,0,0.0
Aggarwal Sweets,15,44,0,0,0.0
Al Meraj Chicken Shop,21,53,0,0,0.0
Chinese Food Corner,19,40,0,0,0.0
Creative Food House,19,53,0,0,0.0
D.A.A.,6,54,0,0,0.0
Dee Cake Shop,13,23,0,0,0.0
Jaca Restaurant,15,43,0,0,0.0
King Of Roll,12,40,0,0,0.0
Kirti Food Plaza,16,38,0,0,0.0
KT's Shik-Shack,15,40,0,0,0.0
Namaste Restaurant,18,38,0,0,0.0
Nishaj Chicken Corner,21,50,0,0,0.0
Royal Bakery,12,41,0,0,0.0
S.R. Bakers,11,45,0,0,0.0
Shahi Muradabadi,16,38,0,0,0.0
Shree Vinayaga Restaurant,25,37,0,0,0.0
The Cake Basket,15,48,0,0,0.0
The Pure Kitchen,16,63,0,0,0.0
The Yolmo Kitchen,17,52,0,0,0.0
Zawlbuk,7,23,0,0,0.0
Anupam Restaurant,17,54,0,1,2.3
Bobby Di Punjabi Rasoi,22,44,0,0,2.9
Aditya Da Vaishno Dhaba,23,54,0,0,0.0
Aggarwal Bikaner Sweets,23,57,0,0,0.0
Aggarwal Sweet Centre,21,60,0,0,0.0
Anjel China & Tibetian Food,27,41,0,0,0.0
Annpurna Rasoi,14,53,0,0,0.0
Apni Rasoi,10,70,0,0,0.0
Bajrang Misthan Bhawan,22,40,0,0,0.0
Bake Town,9,51,0,0,0.0
Bikaner Sweets & Restaurant,27,55,0,0,0.0
Brown Town Bakers,17,93,0,0,0.0
Captain Food Factory,20,60,0,0,0.0
Cheffron Bakery,15,57,0,0,0.0
Chicken Darwar,14,31,0,0,0.0
Chili's Treat,13,78,0,0,0.0
Chilli Tadka,12,68,0,0,0.0
